ImageId,sar,segm,rotation,x,y,fold
20190823144849_20190823145144_tile_3273,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823144849_20190823145144_tile_3273.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823144849_20190823145144_tile_3273.tif,1.0,591668.2078818041,5752699.378619326,0
20190804141608_20190804141830_tile_5332,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190804141608_20190804141830_tile_5332.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190804141608_20190804141830_tile_5332.tif,0.0,594372.9855907535,5748177.627489309,6
20190823090045_20190823090358_tile_999,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823090045_20190823090358_tile_999.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823090045_20190823090358_tile_999.tif,0.0,594743.4241915769,5746385.250394781,6
20190823085444_20190823085754_tile_937,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823085444_20190823085754_tile_937.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823085444_20190823085754_tile_937.tif,1.0,593414.3170157709,5753176.31794727,3
20190823085011_20190823085317_tile_6950,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823085011_20190823085317_tile_6950.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823085011_20190823085317_tile_6950.tif,0.0,594696.6979618322,5749181.995476205,6
20190823153025_20190823153316_tile_5069,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823153025_20190823153316_tile_5069.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823153025_20190823153316_tile_5069.tif,1.0,591741.2801554054,5751070.655580527,0
20190822091719_20190822092011_tile_9702,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822091719_20190822092011_tile_9702.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822091719_20190822092011_tile_9702.tif,0.0,592727.6777623519,5746026.093076724,2
20190804125251_20190804125541_tile_6896,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190804125251_20190804125541_tile_6896.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190804125251_20190804125541_tile_6896.tif,0.0,595007.7220006146,5747637.930853591,7
20190822161045_20190822161339_tile_2471,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822161045_20190822161339_tile_2471.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822161045_20190822161339_tile_2471.tif,1.0,592345.5014080574,5751013.528314849,1
20190822163425_20190822163708_tile_6316,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822163425_20190822163708_tile_6316.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822163425_20190822163708_tile_6316.tif,1.0,595963.9880712813,5752176.27231029,9
20190804115211_20190804115445_tile_8030,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190804115211_20190804115445_tile_8030.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190804115211_20190804115445_tile_8030.tif,1.0,593300.0532767628,5751075.099929477,3
20190823095600_20190823095931_tile_10986,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823095600_20190823095931_tile_10986.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823095600_20190823095931_tile_10986.tif,0.0,595081.9729618245,5748637.6676531,7
20190823143529_20190823143813_tile_4433,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823143529_20190823143813_tile_4433.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823143529_20190823143813_tile_4433.tif,0.0,594232.6207620242,5748540.387381743,5
20190823090045_20190823090358_tile_1003,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823090045_20190823090358_tile_1003.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823090045_20190823090358_tile_1003.tif,0.0,595643.4241915769,5746385.250394781,8
20190822152355_20190822152652_tile_3995,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822152355_20190822152652_tile_3995.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822152355_20190822152652_tile_3995.tif,1.0,594249.2522002034,5751563.148397662,5
20190822152811_20190822153054_tile_1,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822152811_20190822153054_tile_1.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822152811_20190822153054_tile_1.tif,0.0,592567.4423136536,5748635.171674364,2
20190823152527_20190823152847_tile_5808,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823152527_20190823152847_tile_5808.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823152527_20190823152847_tile_5808.tif,0.0,592554.1405808108,5747021.821132653,2
20190823130239_20190823130540_tile_3612,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823130239_20190823130540_tile_3612.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823130239_20190823130540_tile_3612.tif,1.0,592104.039180576,5751126.856337125,1
20190822161045_20190822161339_tile_2483,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822161045_20190822161339_tile_2483.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822161045_20190822161339_tile_2483.tif,1.0,595045.5014080574,5751013.528314849,7
20190822161458_20190822161736_tile_8413,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822161458_20190822161736_tile_8413.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822161458_20190822161736_tile_8413.tif,0.0,594295.9676030278,5748106.887772905,5
20190822072404_20190822072642_tile_6781,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822072404_20190822072642_tile_6781.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822072404_20190822072642_tile_6781.tif,0.0,595379.4943558611,5748639.498074549,8
20190822152811_20190822153054_tile_8,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822152811_20190822153054_tile_8.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822152811_20190822153054_tile_8.tif,0.0,593917.4423136536,5748185.171674364,5
20190804120223_20190804120456_tile_67,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190804120223_20190804120456_tile_67.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190804120223_20190804120456_tile_67.tif,1.0,595586.1399464327,5752064.1729737045,8
20190822162246_20190822162529_tile_7649,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822162246_20190822162529_tile_7649.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822162246_20190822162529_tile_7649.tif,0.0,594074.6645748826,5748642.313176204,5
20190822150641_20190822150929_tile_9989,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822150641_20190822150929_tile_9989.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822150641_20190822150929_tile_9989.tif,1.0,595970.4801140315,5750464.841615633,9
20190823152527_20190823152847_tile_5822,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823152527_20190823152847_tile_5822.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823152527_20190823152847_tile_5822.tif,0.0,595704.1405808108,5747021.821132653,8
20190823095600_20190823095931_tile_10974,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823095600_20190823095931_tile_10974.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823095600_20190823095931_tile_10974.tif,0.0,592381.9729618245,5748637.6676531,1
20190804130422_20190804130643_tile_3180,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190804130422_20190804130643_tile_3180.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190804130422_20190804130643_tile_3180.tif,0.0,595321.2226951118,5748192.889221614,8
20190822102427_20190822102736_tile_6093,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822102427_20190822102736_tile_6093.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822102427_20190822102736_tile_6093.tif,1.0,591628.1009842269,5753170.279176115,0
20190804132031_20190804132301_tile_9497,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190804132031_20190804132301_tile_9497.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190804132031_20190804132301_tile_9497.tif,0.0,593796.0303470023,5749174.283951362,4
20190822092635_20190822092926_tile_8350,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822092635_20190822092926_tile_8350.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822092635_20190822092926_tile_8350.tif,0.0,591835.3430362847,5746575.530695035,0
20190822084703_20190822085003_tile_1371,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822084703_20190822085003_tile_1371.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822084703_20190822085003_tile_1371.tif,1.0,593556.9818506762,5752109.135729694,4
20190823124735_20190823125042_tile_2249,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823124735_20190823125042_tile_2249.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823124735_20190823125042_tile_2249.tif,0.0,592593.1647523391,5747476.999072924,2
20190822084703_20190822085003_tile_1370,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822084703_20190822085003_tile_1370.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822084703_20190822085003_tile_1370.tif,1.0,593106.9818506762,5751659.135729694,3
20190823142111_20190823142355_tile_3939,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823142111_20190823142355_tile_3939.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823142111_20190823142355_tile_3939.tif,1.0,593209.89896374,5751057.571349506,3
20190823090045_20190823090358_tile_1000,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823090045_20190823090358_tile_1000.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823090045_20190823090358_tile_1000.tif,0.0,594743.4241915769,5745935.250394781,6
20190822151523_20190822151826_tile_2912,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822151523_20190822151826_tile_2912.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822151523_20190822151826_tile_2912.tif,1.0,595193.6522870943,5750569.3582705865,7
20190823123717_20190823124038_tile_2673,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823123717_20190823124038_tile_2673.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823123717_20190823124038_tile_2673.tif,0.0,592086.5151163795,5746932.930588431,0
20190804141608_20190804141830_tile_5326,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190804141608_20190804141830_tile_5326.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190804141608_20190804141830_tile_5326.tif,0.0,593022.9855907535,5748177.627489309,3
20190822085638_20190822085935_tile_10657,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822085638_20190822085935_tile_10657.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822085638_20190822085935_tile_10657.tif,1.0,595207.6603005428,5752619.429028732,7
20190823153025_20190823153316_tile_5084,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823153025_20190823153316_tile_5084.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823153025_20190823153316_tile_5084.tif,1.0,594891.2801554054,5750620.655580527,7
20190804123018_20190804123239_tile_3013,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190804123018_20190804123239_tile_3013.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190804123018_20190804123239_tile_3013.tif,0.0,594030.8627857864,5747011.340158251,5
20190822091719_20190822092011_tile_9715,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822091719_20190822092011_tile_9715.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822091719_20190822092011_tile_9715.tif,0.0,595877.6777623519,5746476.093076724,9
20190822093113_20190822093410_tile_511,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822093113_20190822093410_tile_511.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822093113_20190822093410_tile_511.tif,1.0,595658.4658933317,5750466.400019842,8
20190822084226_20190822084526_tile_3232,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822084226_20190822084526_tile_3232.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822084226_20190822084526_tile_3232.tif,0.0,595044.1639635462,5748194.1313418085,7
20190823142111_20190823142355_tile_3949,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823142111_20190823142355_tile_3949.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823142111_20190823142355_tile_3949.tif,1.0,595459.89896374,5751057.571349506,8
20190804130928_20190804131204_tile_5124,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190804130928_20190804131204_tile_5124.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190804130928_20190804131204_tile_5124.tif,1.0,592194.7796095472,5751056.44891417,1
20190823095600_20190823095931_tile_10973,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823095600_20190823095931_tile_10973.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823095600_20190823095931_tile_10973.tif,0.0,592381.9729618245,5749087.6676531,1
20190804132031_20190804132301_tile_9502,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190804132031_20190804132301_tile_9502.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190804132031_20190804132301_tile_9502.tif,0.0,594696.0303470023,5748724.283951362,6
20190822094951_20190822095250_tile_2961,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822094951_20190822095250_tile_2961.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822094951_20190822095250_tile_2961.tif,1.0,594003.6185891834,5751486.886727504,5
20190823151153_20190823151440_tile_6058,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823151153_20190823151440_tile_6058.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823151153_20190823151440_tile_6058.tif,1.0,595948.5213757235,5749572.902043145,9
20190804121908_20190804122131_tile_6662,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190804121908_20190804122131_tile_6662.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190804121908_20190804122131_tile_6662.tif,0.0,592582.2290929442,5749263.299330799,2
20190823081648_20190823081959_tile_4863,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823081648_20190823081959_tile_4863.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823081648_20190823081959_tile_4863.tif,1.0,595330.5590099384,5751054.951483362,8
20190804130422_20190804130643_tile_3179,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190804130422_20190804130643_tile_3179.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190804130422_20190804130643_tile_3179.tif,0.0,595321.2226951118,5748642.889221614,8
20190804132031_20190804132301_tile_9494,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190804132031_20190804132301_tile_9494.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190804132031_20190804132301_tile_9494.tif,0.0,592896.0303470023,5748724.283951362,2
20190823070415_20190823070716_tile_6357,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823070415_20190823070716_tile_6357.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823070415_20190823070716_tile_6357.tif,0.0,593552.0606709005,5747552.310106118,4
20190822151108_20190822151351_tile_8079,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822151108_20190822151351_tile_8079.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822151108_20190822151351_tile_8079.tif,0.0,593034.3482335701,5747562.726696823,3
20190822164803_20190822165101_tile_4212,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822164803_20190822165101_tile_4212.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822164803_20190822165101_tile_4212.tif,0.0,593466.5245469159,5746027.186996407,4
20190822071924_20190822072224_tile_8637,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822071924_20190822072224_tile_8637.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822071924_20190822072224_tile_8637.tif,1.0,594795.0865250882,5751555.932681431,6
20190823094552_20190823094850_tile_10592,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823094552_20190823094850_tile_10592.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823094552_20190823094850_tile_10592.tif,0.0,593142.4384912341,5748091.05865839,3
20190823145306_20190823145612_tile_7212,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823145306_20190823145612_tile_7212.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823145306_20190823145612_tile_7212.tif,0.0,592847.702871127,5749185.269452614,2
20190804133705_20190804133940_tile_5557,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190804133705_20190804133940_tile_5557.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190804133705_20190804133940_tile_5557.tif,1.0,595634.414828809,5752608.390433185,8
20190822092635_20190822092926_tile_8365,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822092635_20190822092926_tile_8365.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822092635_20190822092926_tile_8365.tif,0.0,595435.3430362847,5747025.530695035,8
20190823080230_20190823080526_tile_1974,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823080230_20190823080526_tile_1974.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823080230_20190823080526_tile_1974.tif,0.0,592825.9790793853,5746481.660049429,2
20190822134328_20190822134645_tile_7051,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822134328_20190822134645_tile_7051.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822134328_20190822134645_tile_7051.tif,1.0,593232.1786526963,5750407.237637276,3
20190823131240_20190823131533_tile_7552,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823131240_20190823131533_tile_7552.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823131240_20190823131533_tile_7552.tif,1.0,595810.8220465826,5751779.380498092,9
20190822082538_20190822082826_tile_4165,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822082538_20190822082826_tile_4165.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822082538_20190822082826_tile_4165.tif,0.0,595575.5130894836,5748108.287014647,8
20190823151559_20190823151919_tile_5595,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823151559_20190823151919_tile_5595.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823151559_20190823151919_tile_5595.tif,0.0,592126.7853630955,5746933.123412529,1
20190804132031_20190804132301_tile_9499,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190804132031_20190804132301_tile_9499.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190804132031_20190804132301_tile_9499.tif,0.0,594246.0303470023,5749174.283951362,5
20190804142149_20190804142420_tile_9104,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190804142149_20190804142420_tile_9104.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190804142149_20190804142420_tile_9104.tif,1.0,592396.1980436394,5750536.012658764,1
20190822084703_20190822085003_tile_1376,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822084703_20190822085003_tile_1376.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822084703_20190822085003_tile_1376.tif,1.0,594456.9818506762,5751659.135729694,6
20190823071743_20190823072036_tile_2622,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823071743_20190823072036_tile_2622.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823071743_20190823072036_tile_2622.tif,1.0,592480.3215237018,5751096.683874308,1
20190822151108_20190822151351_tile_8075,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822151108_20190822151351_tile_8075.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822151108_20190822151351_tile_8075.tif,0.0,592134.3482335701,5747562.726696823,1
20190804133131_20190804133356_tile_788,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190804133131_20190804133356_tile_788.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190804133131_20190804133356_tile_788.tif,0.0,595989.4166439892,5749254.203756774,9
20190823133754_20190823134101_tile_287,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823133754_20190823134101_tile_287.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823133754_20190823134101_tile_287.tif,0.0,595343.7043297079,5749629.668666178,8
20190822081617_20190822081907_tile_9823,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822081617_20190822081907_tile_9823.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822081617_20190822081907_tile_9823.tif,0.0,595095.181974306,5747557.307836981,7
20190822093552_20190822093843_tile_9648,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822093552_20190822093843_tile_9648.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190822093552_20190822093843_tile_9648.tif,0.0,592553.4777529179,5747121.6211666195,2
20190823144849_20190823145144_tile_3275,/data/train/AOI_11_Rotterdam/SAR-Intensity/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823144849_20190823145144_tile_3275.tif,/wdata/masks_cannab/SN6_Train_AOI_11_Rotterdam_SAR-Intensity_20190823144849_20190823145144_tile_3275.tif,1.0,592118.2078818041,5752699.378619326,1
